0,1,2,3,4,5,6
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.35013494600061756,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.35013494600061756,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,-1.0707678348663814,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,0.3672636184944693,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,0.26654871739067676,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,0.21619126683878048,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
-1.7707889432738546,0.21619126683878048,-0.04851540312128355,0.2579843811437509,-1.5052956612953872,-1.0685745889245908,-1.4094362429910574
